Date,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend
2021-08-02,169.3,170.245,169.1,169.61,10783240.0,1830203900.0,169.61,0.0
2021-08-03,169.42,169.83,169.21,169.49,5402340.0,915388500.0,169.49,0.0
2021-08-04,171.28,171.4,168.99,169.53,9796349.0,1664823800.0,169.53,0.0
2021-08-05,169.37,169.4371,168.203,168.86,7893245.0,1332753400.0,168.86,0.0
2021-08-06,165.84,165.93,164.55,164.64,13547643.0,2237548300.0,164.64,0.0
2021-08-09,163.01,163.295,161.26,161.72,11546973.0,1871766400.0,161.72,0.0
2021-08-10,161.39,162.11,160.68,161.77,6870766.0,1109991000.0,161.77,0.0
2021-08-11,163.15,164.17,162.68,164.0,7382417.0,1206994200.0,164.0,0.0
2021-08-12,163.65,164.1,162.9335,164.04,5222080.0,854991400.0,164.04,0.0
2021-08-13,165.02,166.46,164.89,166.39,7466887.0,1238328800.0,166.39,0.0
2021-08-16,166.73,167.39,166.59,167.22,7781796.0,1300421600.0,167.22,0.0
2021-08-17,167.29,167.73,166.56,166.97,7106992.0,1186694100.0,166.97,0.0
2021-08-18,167.24,167.51,166.26,167.1,7697931.0,1285081000.0,167.1,0.0
2021-08-19,167.24,167.29,166.16,166.61,6934268.0,1155318500.0,166.61,0.0
2021-08-20,166.8,167.14,166.36,166.7,7154348.0,1192720300.0,166.7,0.0
2021-08-23,168.82,168.91,167.96,168.73,8190548.0,1381441800.0,168.73,0.0
2021-08-24,169.04,169.27,168.52,168.65,4519173.0,763309440.0,168.65,0.0
2021-08-25,167.88,167.92,166.74,167.48,5588751.0,935255100.0,167.48,0.0
2021-08-26,167.21,168.21,166.83,167.67,4371866.0,732537400.0,167.67,0.0
2021-08-27,167.58,170.19,166.87,170.19,10036431.0,1697389200.0,170.19,0.0
2021-08-30,169.66,169.835,169.09,169.35,3768628.0,638557700.0,169.35,0.0
2021-08-31,169.23,169.92,168.75,169.69,6336002.0,1073791000.0,169.69,0.0
2021-09-01,169.94,170.0,169.16,169.7,4764866.0,808245060.0,169.7,0.0
2021-09-02,169.5,169.63,168.82,169.25,4601128.0,778826430.0,169.25,0.0
2021-09-03,170.59,171.55,170.15,171.06,8353646.0,1428369700.0,171.06,0.0
2021-09-07,169.56,169.78,167.63,167.71,10007697.0,1684109200.0,167.71,0.0
2021-09-08,168.02,168.08,166.7,167.29,6575990.0,1100964000.0,167.29,0.0
2021-09-09,168.17,168.28,166.83,168.03,6641424.0,1113851000.0,168.03,0.0
2021-09-10,167.81,168.08,167.145,167.18,7426272.0,1245230700.0,167.18,0.0
2021-09-13,167.45,168.22,167.395,167.74,5474323.0,918617540.0,167.74,0.0
2021-09-14,168.22,169.16,167.48,168.82,7922917.0,1334899800.0,168.82,0.0
2021-09-15,168.1332,168.36,167.45,167.83,5624883.0,943944300.0,167.83,0.0
2021-09-16,164.38,164.44,163.233,164.03,11780399.0,1932750500.0,164.03,0.0
2021-09-17,163.86,164.32,163.4,163.77,8369679.0,1371538600.0,163.77,0.0
2021-09-20,164.29,165.28,164.07,164.94,7566577.0,1246966400.0,164.94,0.0
2021-09-21,165.81,166.63,165.49,166.04,7181458.0,1192352400.0,166.04,0.0
2021-09-22,165.89,167.15,165.03,165.42,9777794.0,1622979100.0,165.42,0.0
2021-09-23,164.1,164.2,163.27,163.51,8451899.0,1383792800.0,163.51,0.0
2021-09-24,163.0,164.0,162.74,163.3,6937521.0,1133884900.0,163.3,0.0
2021-09-27,163.85,164.3608,163.51,163.64,4942989.0,809802000.0,163.64,0.0
2021-09-28,162.73,162.82,161.73,162.05,9282755.0,1506378800.0,162.05,0.0
2021-09-29,162.35,162.74,160.97,161.32,8360656.0,1351710800.0,161.32,0.0
2021-09-30,162.66,164.95,162.34,164.22,10574824.0,1733717600.0,164.22,0.0
2021-10-01,164.27,164.96,163.885,164.59,6654686.0,1094285000.0,164.59,0.0
2021-10-04,163.69,165.54,163.47,165.36,7651658.0,1261648100.0,165.36,0.0
2021-10-05,163.94,164.85,163.49,164.59,5617283.0,922740200.0,164.59,0.0
2021-10-06,164.23,165.06,164.1531,165.03,6067156.0,999023170.0,165.03,0.0
2021-10-07,164.02,164.8507,163.96,164.16,4791505.0,787400640.0,164.16,0.0
2021-10-08,166.32,166.42,164.135,164.23,8536109.0,1408826200.0,164.23,0.0
2021-10-11,164.04,164.58,163.91,163.92,3820087.0,627384640.0,163.92,0.0
2021-10-12,164.5701,165.44,164.31,164.66,5453049.0,898951200.0,164.66,0.0
2021-10-13,165.28,167.92,165.28,167.59,11118291.0,1858010200.0,167.59,0.0
2021-10-14,168.19,168.22,167.71,168.0,5083847.0,854270140.0,168.0,0.0
2021-10-15,165.39,166.09,165.1,165.33,8699223.0,1439755300.0,165.33,0.0
2021-10-18,165.42,165.59,164.81,164.92,4029594.0,665617000.0,164.92,0.0
2021-10-19,166.5,166.5,165.2001,165.45,6588473.0,1091733200.0,165.45,0.0
2021-10-20,166.21,167.11,165.9258,166.9,5022036.0,837140860.0,166.9,0.0
2021-10-21,166.7,166.94,166.24,166.75,4412389.0,734747000.0,166.75,0.0
2021-10-22,168.67,169.54,166.67,167.77,10703927.0,1799558000.0,167.77,0.0
2021-10-25,168.66,169.21,168.53,168.93,4881346.0,824580400.0,168.93,0.0
2021-10-26,167.88,167.91,166.63,167.68,6658890.0,1114716900.0,167.68,0.0
2021-10-27,167.73,168.2,166.86,168.12,5823080.0,976613200.0,168.12,0.0
2021-10-28,168.98,169.25,167.53,168.08,7000717.0,1178760200.0,168.08,0.0
2021-10-29,166.29,166.73,165.64,166.65,7531822.0,1252549100.0,166.65,0.0
2021-11-01,167.38,167.84,166.91,167.52,4975560.0,833334850.0,167.52,0.0
2021-11-02,167.43,167.63,166.963,167.16,3760736.0,628755600.0,167.16,0.0
2021-11-03,165.34,165.95,164.38,165.77,9055208.0,1495534100.0,165.77,0.0
2021-11-04,167.51,168.14,167.37,167.65,6656097.0,1116072200.0,167.65,0.0
2021-11-05,168.42,169.94,167.85,169.84,9368948.0,1584146400.0,169.84,0.0
2021-11-08,170.43,170.7,170.06,170.45,4966135.0,846296260.0,170.45,0.0
2021-11-09,170.73,171.31,170.12,171.29,5781180.0,987973600.0,171.29,0.0
2021-11-10,173.67,174.65,172.11,173.15,11461779.0,1985313500.0,173.15,0.0
2021-11-11,173.98,174.27,173.74,174.12,5959640.0,1037027600.0,174.12,0.0
2021-11-12,173.51,174.67,173.4,174.45,7894848.0,1375160000.0,174.45,0.0
