Date,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend
2024-01-11,27.94,30.0,26.28,26.63,37708304.0,1041133800.0,26.63,0.0
2024-01-12,26.4,26.41,24.75,24.97,22991870.0,584975200.0,24.97,0.0
2024-01-16,24.7,24.862,24.04,24.72,15078207.0,371070140.0,24.72,0.0
2024-01-17,24.35,24.56,24.15,24.41,13964502.0,339805220.0,24.41,0.0
2024-01-18,24.35,24.47,23.2,23.34,17823192.0,425578600.0,23.34,0.0
2024-01-19,23.49,24.1199,23.03,23.8,18284068.0,430642800.0,23.8,0.0
2024-01-22,23.2,23.33,22.5,22.95,17222074.0,397054900.0,22.95,0.0
2024-01-23,22.19,22.63,22.02,22.32,13431658.0,299719400.0,22.32,0.0
2024-01-24,22.82,22.97,22.57,22.6,11929147.0,272168260.0,22.6,0.0
2024-01-25,22.86,22.9,22.58,22.76,8954870.0,203720600.0,22.76,0.0
2024-01-26,23.52,24.12,23.48,23.99,20273848.0,482870340.0,23.99,0.0
2024-01-29,23.99,24.77,23.88,24.67,19012898.0,463249250.0,24.67,0.0
2024-01-30,24.84,24.98,24.685,24.88,15541322.0,385713860.0,24.88,0.0
2024-01-31,24.38,25.0,24.26,24.3,13369335.0,329397700.0,24.3,0.0
2024-02-01,24.21,24.72,24.19,24.54,12411413.0,303400700.0,24.54,0.0
2024-02-02,24.39,24.825,24.38,24.5,10329020.0,254074270.0,24.5,0.0
2024-02-05,24.75,24.79,24.13,24.19,6807517.0,166331470.0,24.19,0.0
2024-02-06,24.47,24.7699,24.4498,24.6,7352898.0,181057760.0,24.6,0.0
2024-02-07,24.66,25.2857,24.49,25.22,13952229.0,347601630.0,25.22,0.0
2024-02-08,25.755,26.08,25.64,26.03,18568456.0,480442050.0,26.03,0.0
2024-02-09,26.85,27.57,26.75,27.15,20742776.0,562280640.0,27.15,0.0
2024-02-12,27.53,28.86,27.515,28.66,35138572.0,996491260.0,28.66,0.0
2024-02-13,27.97,28.28,27.62,28.22,20913598.0,584372000.0,28.22,0.0
2024-02-14,29.58,29.825,29.24,29.55,28134452.0,832301500.0,29.55,0.0
2024-02-15,29.995,30.23,29.48,29.52,22844686.0,682434750.0,29.52,0.0
2024-02-16,29.858,29.97,29.49,29.62,15976526.0,474346240.0,29.62,0.0
2024-02-20,29.88,29.92,28.97,29.67,21166418.0,625241150.0,29.67,0.0
2024-02-21,29.055,29.35,28.91,29.08,17767556.0,517643500.0,29.08,0.0
2024-02-22,29.17,29.76,29.135,29.72,15468402.0,455805860.0,29.72,0.0
2024-02-23,29.26,29.31,28.91,29.16,13285822.0,386986750.0,29.16,0.0
2024-02-26,29.34,31.43,29.33,31.12,42806424.0,1304602900.0,31.12,0.0
2024-02-27,32.53,32.96,32.17,32.59,42006444.0,1369431200.0,32.59,0.0
2024-02-28,34.41,36.87,33.8,34.45,96833380.0,3383571500.0,34.45,0.0
2024-02-29,36.205,36.38,34.47,35.42,53837492.0,1909023600.0,35.42,0.0
2024-03-01,35.65,36.17,34.93,35.99,35133570.0,1246359800.0,35.99,0.0
2024-03-04,37.42,38.89,37.4,38.65,63439016.0,2422050800.0,38.65,0.0
2024-03-05,38.665,39.69,34.03,35.32,107143600.0,3970174000.0,35.32,0.0
2024-03-06,38.16,38.595,37.295,38.29,45934344.0,1751788900.0,38.29,0.0
2024-03-07,38.5,38.94,38.08,38.63,41620144.0,1606267000.0,38.63,0.0
2024-03-08,38.935,40.2,37.77,39.55,89933976.0,3512560400.0,39.55,0.0
2024-03-11,41.31,41.65,40.74,41.12,74430440.0,3072466200.0,41.12,0.0
2024-03-12,41.28,41.8,39.21,40.73,98022750.0,3984448500.0,40.73,0.0
2024-03-13,41.52,41.99,40.93,41.95,59347010.0,2466165000.0,41.95,0.0
2024-03-14,41.46,41.53,39.01,39.51,99521144.0,4015300000.0,39.51,0.0
2024-03-15,38.69,40.3239,38.44,39.39,68768290.0,2694334500.0,39.39,0.0
2024-03-18,38.81,39.13,37.93,38.14,53201564.0,2041131300.0,38.14,0.0
2024-03-19,36.35,37.53,35.49,36.7,69685176.0,2539063000.0,36.7,0.0
2024-03-20,36.18,37.69,35.41,37.55,71309260.0,2611637800.0,37.55,0.0
2024-03-21,38.605,38.61,37.0,37.15,47085932.0,1784820500.0,37.15,0.0
2024-03-22,36.6,36.69,35.705,36.41,39957364.0,1447215700.0,36.41,0.0
2024-03-25,38.2,40.62,38.195,40.55,64562024.0,2563945200.0,40.55,0.0
2024-03-26,40.45,40.51,39.54,39.63,44351364.0,1773894900.0,39.63,0.0
2024-03-27,40.91,40.97,39.015,39.13,46746940.0,1854077200.0,39.13,0.0
2024-03-28,40.56,40.96,40.215,40.47,44764024.0,1818037000.0,40.47,0.0
2024-04-01,39.99,40.03,38.835,39.75,34651970.0,1366701400.0,39.75,0.0
2024-04-02,37.02,37.84,36.8,37.6,34073404.0,1272996000.0,37.6,0.0
2024-04-03,37.5,38.2,37.37,37.54,29387388.0,1109808800.0,37.54,0.0
2024-04-04,38.41,39.6097,38.29,39.08,44185496.0,1717737600.0,39.08,0.0
2024-04-05,38.16,39.155,38.1102,38.41,28670518.0,1106905600.0,38.41,0.0
2024-04-08,41.15,41.2,40.61,40.95,40056692.0,1640537900.0,40.95,0.0
2024-04-09,40.29,40.5,38.9,39.33,35513700.0,1402858600.0,39.33,0.0
2024-04-10,38.58,40.0,38.46,40.0,38908024.0,1529824500.0,40.0,0.0
2024-04-11,40.35,40.4536,39.655,40.17,27725536.0,1108184200.0,40.17,0.0
2024-04-12,40.0,40.1,37.17,38.14,57221424.0,2206973200.0,38.14,0.0
2024-04-15,37.78,37.95,35.54,36.08,46360336.0,1700682500.0,36.08,0.0
2024-04-16,36.04,36.13,35.16,35.75,35341656.0,1259661400.0,35.75,0.0
2024-04-17,35.57,35.92,33.99,34.76,52597860.0,1830594800.0,34.76,0.0
2024-04-18,35.58,36.61,35.28,36.21,35544176.0,1282540400.0,36.21,0.0
2024-04-19,36.95,37.15,36.24,36.67,34806730.0,1278224900.0,36.67,0.0
2024-04-22,37.67,38.15,37.45,37.93,29881144.0,1129534100.0,37.93,0.0
2024-04-23,37.71,38.31,37.69,37.9,17572330.0,667892600.0,37.9,0.0
2024-04-24,37.63,37.83,36.29,36.41,32177994.0,1189363100.0,36.41,0.0
2024-04-25,35.94,36.99,35.79,36.86,25317116.0,923021600.0,36.86,0.0
2024-04-26,36.35,36.9215,36.06,36.32,20226048.0,737053400.0,36.32,0.0
2024-04-29,35.59,36.0,35.14,35.87,21694920.0,773404350.0,35.87,0.0
2024-04-30,34.81,35.01,33.54,33.57,41584268.0,1427791700.0,33.57,0.0
2024-05-01,32.82,33.83,32.2,32.39,45405580.0,1488862600.0,32.39,0.0
2024-05-02,33.45,33.965,33.16,33.8,23146274.0,778369860.0,33.8,0.0
2024-05-03,34.9,35.5,34.855,35.4,26368310.0,928364900.0,35.4,0.0
2024-05-06,36.24,36.61,35.7376,36.01,27166560.0,982785600.0,36.01,0.0
2024-05-07,36.21,36.6886,35.78,35.93,14753252.0,533585280.0,35.93,0.0
2024-05-08,35.34,35.79,35.17,35.38,14277713.0,506654660.0,35.38,0.0
2024-05-09,34.94,35.75,34.66,35.58,16930090.0,597390100.0,35.58,0.0
2024-05-10,35.8,35.995,34.26,34.58,28986036.0,1010134340.0,34.58,0.0
2024-05-13,35.78,36.19,35.65,36.0,17204940.0,617294340.0,36.0,0.0
2024-05-14,35.34,35.495,34.8,35.07,13742748.0,482118980.0,35.07,0.0
2024-05-15,36.67,37.93,36.46,37.67,40518600.0,1504350200.0,37.67,0.0
